"variable.name_calculator","sites.sitename","plot.name","calculatior_Biome","mean_OM"
"F_CO2","Guyaflux","unmanaged","T1",-34.3107738102002
"OM_ag","Guyaflux","unmanaged","T1",218.375
"F_CO2","Gwangneung (GDK)","old natural forest",NA,18.1021521868385
"F_CO2","Hainich","unmanaged","T8",-118.307789606033
"OM_ag","Hainich","unmanaged","T8",204.76
"OM_root","Hainich","unmanaged","T8",34.41
"OM_ag","Hawaii Site 5","Meterosideros forest.3400-y","T8",57.81
"OM_ag","Hawaii Site 6","Meterosideros forest.3400-y","T8",38.07
"OM_ag","Hestehaven","NI","T8",103.99
"OM_root","Hestehaven","NI","T8",20.31
"OM_ag","Horner Woods Game Refuge","Quercus spp. old-growth forest","T4",116.7
"OM_wood","Horner Woods Game Refuge","Quercus spp. old-growth forest","Subtropical",68.4
"F_CO2","Howland","unmanaged","T10",-42.7937907345764
"OM_ag","Huanchaca Dos plot 1","terra firma HCC-21","T3",116.20045
"OM_ag","Huanchaca Dos plot 2","terra firma HCC-22","T3",125.64275
"OM_ag","Hubbard brook","unmanaged","T9",62.42
"OM_root","Hubbard brook","unmanaged","T9",13.38
"OM_ag","Huitong Experimental Forest","Castanopsis hysrix - Cyclobalanopsis glauca - Machilus pauhoi community","T4",166.7513
"OM_root","Huitong Experimental Forest","Castanopsis hysrix - Cyclobalanopsis glauca - Machilus pauhoi community","T4",43.0755
"OM_litter","Huitong Experimental Forest","Castanopsis hysrix - Cyclobalanopsis glauca - Machilus pauhoi community","Subtropical",2.209
"OM_ag","Ilomantsi 1","NI","T12",50.32
"OM_root","Ilomantsi 1","NI","T12",23.05
"OM_ag","Ilomantsi 3","NI","T12",20.78
"OM_root","Ilomantsi 3","NI","T12",6.78
"OM_ag","Ilomantsi 4","NI","T11",13.56
"OM_root","Ilomantsi 4","NI","T11",4.08
"F_CO2","Ilomantsi Mekrijarvi","NI","T12",-38.8552471625446
"OM_ag","Ilomantsi Mekrijarvi","NI","T12",7.49
"OM_root","Ilomantsi Mekrijarvi","NI","T12",2.9
"OM_ag","INPA 1","mature 'old growth' forest","T3",73.32
"OM_ag","INPA 2","mature 'old growth' forest","T3",67.21
"OM_ag","Irkutsk 1","NI","T12",55.53
"OM_root","Irkutsk 1","NI","T12",29.1
"OM_ag","Irkutsk 2","NI","T12",86.56
"OM_root","Irkutsk 2","NI","T12",32.15
"OM_ag","Irkutsk 3","NI","T12",69.55
"OM_root","Irkutsk 3","NI","T12",19.8
"OM_ag","Ispina Krakow","NI","T8",114.35
"OM_root","Ispina Krakow","NI","T8",23.51
"OM_ag","Jacaranda plots 1-5","terra firma JAC-01","T1",149.3049
"OM_ag","Jacaranda plots 6-10","terra firma JAC-02","T1",147.32855
"OM_ag","Jari 1","terra firma JRI-01","T2",183.20365
"OM_ag","Jatun Sacha 2","terra firma JAS-02","T1",116.74095
"OM_ag","Jatun Sacha 3","terra firma JAS-03","T1",116.2451
"OM_ag","Jatun Sacha 4","terra firma JAS-04","T1",141.29845
"OM_ag","Jatun Sacha 5","terra firma, floodplain JAS-05","T1",130.40855
"OM_ag","Jezeri","PO","T8",97.6
"OM_root","Jezeri","PO","T8",24.4
"F_CO2","Jianfengling","primary forest","T3",-53.5111737238553
"OM_ag","Johnson et al 2000_2","Forest recovery following fire","T9",40.0126666666667
"OM_wood","Juruena","undisturbed forest","Tropical",40.185
"OM_ag","Kade","unmanaged 30-50 yr Semi-deciduous secondary forest","T3",111.73
"OM_root","Kade","unmanaged 30-50 yr Semi-deciduous secondary forest","T3",11.89
"OM_ag","Kangasvaara","uneven-aged, old-growth, mixed coniferous stand","T12",81.932
"OM_litter","Kangasvaara","uneven-aged, old-growth, mixed coniferous stand","Continental",1.673
"OM_ag","Kenia KEN01","wet","T3",66.2
"OM_ag","Kings County Hardwood Forest Chronosequence","Forest recovery on a fire-modified landscape mosaic","T9",64.4681375
"OM_ag","Kohala","unmanaged Mature Metrosideros polymorpha","T1",68.15
"OM_root","Kohala","unmanaged Mature Metrosideros polymorpha","T1",32.0305
"OM_ag","Koinas","NI","T12",61.9742
"OM_root","Koinas","NI","T12",19.129
"OM_wood","Kraven S.A.","Premontane Rain Forest recovery following pasture abandonment","Tropical",17.766
"OM_ag","Kraven S.A.","Premontane Rain Forest recovery following pasture abandonment","T2",88.172
"OM_root","Kraven S.A.","Premontane Rain Forest recovery following pasture abandonment","T2",24.7
"OM_ag","Kuusamo","unmanaged","T12",48.93
"OM_root","Kuusamo","unmanaged","T12",17.66
"OM_ag","La Chonta 1,2","mature 'old growth' forest","T3",94.611
"OM_ag","La Chonta 3","mature 'old growth' forest","T3",112.941
"OM_litter","La Sabanita medium forest (SMA5)","secondary tropical forest.YUR2","Tropical",12.69
"OM_ag","La Sabanita tall forest (SA1)","old-growth tropical forest.YUR1",NA,160.74
"OM_litter","La Sabanita tall forest (SA1)","old-growth tropical forest.YUR1","Tropical",22.701
"OM_root","La Selva Biological Station","primary forest","T1",6.768
"OM_litter","La Selva Biological Station","primary forest","Tropical",1.551
"F_CO2","La Selva Biological Station.CARBONO project","primary forest","T2",-56.4272107916096
"OM_ag","La Selva Biological Station.CARBONO project","primary forest","T2",117.7175
"OM_ag","La Selva Biological Station.OTS plots","primary forest","T1",85.963
"OM_ag","Lake Duparquet chronosequence","Forest recovery following wildfire","T9",75.73392
"OM_wood","Lake States Warba soil aspen chronosequence 1","Lake States Warba soil aspen chronosequence 1","Continental",9
"OM_wood","Lake States Warba soil aspen chronosequence 2a","Lake States Warba soil aspen chronosequence 2a","Continental",15.4
"OM_wood","Lake States Warba soil aspen chronosequence 3","Lake States Warba soil aspen chronosequence 3","Continental",8.9
"F_CO2","Lambir","primary forest","T1",-2.04501300855498
"OM_ag","Langarod","NI","T8",106.22
"OM_root","Langarod","NI","T8",17.2
"OM_ag","Las Londras plot 1","seasonally flooded LSL-01","T3",79.4629
"OM_ag","Las Londras plot 2","seasonally flooded LSL-02","T3",89.39165
"OM_ag","Las Margaritas","mature 'old growth' forest",NA,40.091
"OM_ag","Laupahoehoe","unmanaged Mature Metrosideros polymorpha.20000-y","T8",125.02
"OM_root","Laupahoehoe","unmanaged Mature Metrosideros polymorpha.20000-y","T8",58.7594
"OM_ag","Lely","mature 'old growth' forest","T1",197.212
"OM_ag","Leuser Ecosystem chronosequence","Undisturbed forest","T1",311.7604
"OM_ag","Lichen site type- undisturbed","Forest recovery following stand-replacing fire","T12",43.9685
"OM_ag","Linnebjer","NI","T8",94.47
"OM_root","Linnebjer","NI","T8",18.33
"OM_ag","Lookout Mountains 5","NI","T7",343.5
"OM_ag","Lookout Mountains 6","NI","T7",444.45
"OM_ag","Los Fierros Bosque I","terra firma LFB-01","T3",108.4619
"OM_ag","Los Fierros Bosque II","terra firma LFB-02","T3",130.6976
"OM_ag","Los Tuxtlas","Los Tuxtlas (Poorter)","T2",132.07
"OM_ag","Los Tuxtlas Primary forest","Undisturbed forest","T2",179.54
"OM_wood","Los Tuxtlas Primary forest","Undisturbed forest","Tropical",6.58
"OM_litter","Los Tuxtlas Primary forest","Undisturbed forest","Tropical",2.82
"OM_ag","Los Tuxtlas S-50","Forest recovery following agricultural abandonment","T2",128.827
"OM_wood","Los Tuxtlas S-50","Forest recovery following agricultural abandonment","Tropical",2.585
"OM_litter","Los Tuxtlas S-50","Forest recovery following agricultural abandonment","Tropical",3.196
"OM_ag","Madeira River 1","mature 'old growth' forest","T2",205.86
"OM_ag","Madeira River 2","mature 'old growth' forest","T2",178.835
"OM_ag","Madeira River 3","mature 'old growth' forest","T2",140.201
"OM_ag","Madeira River 4","mature 'old growth' forest","T2",200.314
"F_CO2","Mae Klong","seasonal deciduous primary forest","T2",2.2722366761722
"OM_ag","Magdalena terraces primary forest","Undisturbed forest Bpa","T1",84.6
"OM_ag","Magdalena terraces primary forest","Undisturbed forest Bpb slope forest","T1",153.1307
"OM_root","Mamiraua Sustainable Development Reserve","late successional high varzea","T1",3.525
"OM_root","Mamiraua Sustainable Development Reserve","late successional low varzea","T1",3.995
"OM_ag","Manaus (Nascimento & Laurance)","intact rainforest/fragment interiors","T1",167.414
"OM_wood","Manaus (Nascimento & Laurance)","intact rainforest/fragment interiors","Tropical",15.98
"OM_litter","Manaus (Nascimento & Laurance)","intact rainforest/fragment interiors","Tropical",3.5203
"OM_ag","Manitoba MB1","Picea mariana-91%, Pinus contorta-9%","T12",40.6565666666667
"OM_ag","Manitoba MB10","Populus tremuloides-100%","T9",74.53495
"OM_ag","Manitoba MB11","Picea mariana-98%, Pinus contorta-2%","T10",31.2409
"OM_ag","Manitoba MB12","Pinus banksiana-57%, Picea mariana-43%","T10",36.87855
"OM_ag","Manitoba MB13","Picea mariana-93%, Populus balsamifera-6%, Picea glauca-1%","T12",53.877275
"OM_ag","Manitoba MB14","Picea mariana-82%, Picea glauca-14%, Populus tremuloides-4%","T12",74.66655
"OM_ag","Manitoba MB15","Pinus banksiana-69%, Picea mariana-30%, Picea glauca-2%","T12",29.37265
"OM_ag","Manitoba MB16","Picea mariana-99%, Betula papyrifera-1%","T12",27.049675
"OM_ag","Manitoba MB2","Cedrus-95%, Picea glauca-4%, Pinus contorta-1%","T10",89.86588
"OM_ag","Manitoba MB3","Picea mariana-93%, Pinus banksiana-6%, Pinus contorta-1%","T10",72.37812
"OM_ag","Manitoba MB4","Picea mariana-71%, Picea glauca-13%, Populus balsamifera-5%, Populus tremuloides-5%, Pinus banksiana-4%","T10",94.6956
"OM_ag","Manitoba MB5","Pinus banksiana-98%, Picea mariana-1%, Abies balsamifera-1%","T10",47.8178
"OM_ag","Manitoba MB6","Picea mariana-84%, Pinus contorta-11%, Abies balsamifera-5%","T10",33.20174
"OM_ag","Manitoba MB7","Picea mariana-99%, Pinus contorta-1%","T10",59.26606
"OM_ag","Manitoba MB8","Picea mariana-100%","T10",61.5292666666667
"OM_ag","Manitoba MB9","Picea mariana-99%, Pinus contorta-1%","T10",63.6019666666667
"OM_ag","Marafunga","conifer-dominant lower montane rainforest","T5",145.7
"OM_ag","Meathop","NI","T8",60.36
"OM_root","Meathop","NI","T8",35.35
"OM_ag","Mekrijarvi Research Station","naturally regenerated Pinus sylvestris stands-mature","T12",58.8252
"OM_root","Mekrijarvi Research Station","naturally regenerated Pinus sylvestris stands-mature","T12",10.6596
"F_CO2","Menglun Nature Reserve","primary forest","T4",-38.3629292160406
"OM_ag","Metolius 10","unmanaged","T7",122.26
"OM_root","Metolius 10","unmanaged","T7",39.91
"OM_ag","Metolius 11","unmanaged","T7",156.96
"OM_root","Metolius 11","unmanaged","T7",48.37
"F_CO2","Metolius 90-y-o. Pine","mature ponderosa pine forest","T7",-105.626544918062
"F_CO2","Miki","Mixed forest, red pine, holly, Clehtra, oak","T5",-144.514252604552
"OM_ag","Mill City South 6","NI","T7",241.11
"OM_ag","Montpelier","L. tulipifera old-growth forest","T4",151.5
"OM_wood","Montpelier","L. tulipifera old-growth forest","Subtropical",87.6
"OM_ag","Morgan Monroe State Forest (MMSF)","Managed Temperate Deciduous Forest. Stand established around 1918","T4",87.2
"OM_root","Morgan Monroe State Forest (MMSF)","Managed Temperate Deciduous Forest. Stand established around 1918","T4",16.3
"F_CO2","Morgan Monroe State Forest (MMSF)","Managed Temperate Deciduous Forest. Stand established around 1918","T4",-73.1912680469245
"OM_ag","Mount Jefferson 4","unmanaged","T7",309.51
"OM_ag","Mount Jefferson 5","unmanaged","T7",275.64
"OM_ag","Mt. Disappointment","NI","T8",146.81
"OM_root","Mt. Disappointment","NI","T8",35.41
"OM_ag","Murphy Preserve","Quercus spp. old-growth forest","T4",124
"OM_wood","Murphy Preserve","Quercus spp. old-growth forest","Subtropical",91.2
"OM_ag","Nacetin","PO","T7",73.4
"OM_root","Nacetin","PO","T7",29.6
"F_CO2","Nagoya","secondary mixed forest",NA,-79.528283666027
"OM_ag","Nassau","mature 'old growth' forest","T1",212.064
"OM_ag","NGG-02d,j_Ngogo, Lwanga","african tropical forest","T3",366.929
"OM_ag","Nickerie Rivier","mature 'old growth' forest","T1",212.205
"OM_ag","Nicolas Bravo","Undisturbed forest Calakmulita","T3",74.2036
"OM_ag","Nicolas Bravo","Undisturbed forest NB1","T3",76.751
"OM_ag","Nicolas Bravo","Undisturbed forest NB2","T3",62.5617
"F_CO2","Niwot Ridge","unmanaged","T12",-15.689794248969
"OM_ag","Nizanda","mature 'old growth' forest","T3",89.911
"OM_ag","Noe woods","NI","T9",125
"OM_root","Noe woods","NI","T9",31.03
"F_CO2","Northern Arizona University Centennial Forest","undisturbed ponderosa pine forest","T7",-24.9946034378942
"OM_litter","O site","50/250 yr","Subtropical",12.33
"OM_ag","O site","50/250 yr","T7",108.08
"OM_ag","Oak ridge liriodendron","NI","T4",62.88
"OM_root","Oak ridge liriodendron","NI","T4",16.92
"OM_ag","Ontario ON1","Populus tremuloides-72%, Pinus banksiana-12%, Picea glauca-8%, Abies balsamifera-5%, Picea mariana-3%","T9",54.2364333333333
"OM_ag","Ontario ON10","Pinus banksiana-79%, Picea mariana-10%, Abies balsamifera-5%, Betula papyrifera-4%, Populus tremuloides-2%","T10",77.6972666666667
"OM_ag","Ontario ON2","Pinus banksiana-58%, Picea mariana-41%, Populus tremuloides-1%","T12",67.6721666666667
"OM_ag","Ontario ON3","Pinus banksiana-70%, Picea mariana-22%, Abies balsamifera-5%, Picea glauca-3%","T12",45.7983666666667
"OM_ag","Ontario ON4","Populus tremuloides-36%, Populus balsamifera-33%, Picea glauca-13%, Betula papyrifera-11%, Abies balsamifera-7%","T9",76.0898666666667
"OM_ag","Ontario ON5","Populus tremuloides-59%, Populus balsamifera-41%","T9",56.3091333333333
"OM_ag","Ontario ON6","Pinus banksiana-61%, Picea mariana-35%, Populus tremuloides-2%, Betula papyrifera-2%","T12",68.62
"OM_ag","Ontario ON7","Picea mariana-79%, Populus tremuloides-17%, Abies balsamifera-3%, Populus balsamifera-1%","T10",33.5893333333333
"OM_ag","Ontario ON8","Pinus banksiana-90%, Abies balsamifera-9%, Picea mariana-1%","T10",48.1154666666667
"OM_ag","Ontario ON9","Pinus banksiana-85%, Betula papyrifera-9%, Populus tremuloides-6%, Picea mariana-1%","T10",62.5695333333333
"OM_ag","Oved","NI","T8",148.05
"OM_root","Oved","NI","T8",20.4
"OM_ag","Oymyakon","natural regeneration of Larix cajanderi forest after fire",NA,3.5908
"OM_wood","Palma Real","Tropical Wet Forest recovery following pasture abandonment","Tropical",26.414
"OM_ag","Palma Real","Tropical Wet Forest recovery following pasture abandonment","T1",111.39
"OM_root","Palma Real","Tropical Wet Forest recovery following pasture abandonment","T1",31.3
"OM_ag","Pamaali","mature 'old growth' forest","T1",158.86
"OM_ag","Paragominas","unmanaged old growth tropical evergreen","T2",58.75
"OM_ag","Paragominas 2","Intact","T2",145.23
"OM_wood","Paragominas 2","Intact","Tropical",25.85
"OM_ag","Paragominas primary forest","Undisturbed forest #14","T2",153.972
"OM_wood","Paragominas primary forest","Undisturbed forest #14","Tropical",16.732
"OM_ag","Paragominas primary forest","Undisturbed forest #15","T2",133.809
"OM_wood","Paragominas primary forest","Undisturbed forest #15","Tropical",22.607
"OM_ag","Parco Naturale Paneveggio Pale di San Martino-regenerating forest","Forest recovery following pasture abandonment.54 y","T10",88.454
"OM_litter","Parco Naturale Paneveggio Pale di San Martino-regenerating forest","Forest recovery following pasture abandonment.62 y","Continental",28.48
"OM_ag","Parco Naturale Paneveggio Pale di San Martino-regenerating forest","Forest recovery following pasture abandonment.62 y","T10",160.364
"OM_ag","Parque Nacional Palo Verde: area de Conservacion Tempisque","Forest recovery following pasture and agricultural abandonment","T3",71.94525
"OM_ag","Parque Nacional Santa Rosa: area de Conservacion Guanacaste","Forest recovery following pasture and agricultural abandonment","T3",96.1573000000001
"F_CO2","Pasoh Forest Reserve","primary forest","T1",-9.0889467046888
"OM_ag","Pasoh Forest Reserve","primary forest","T1",195.664133333333
"OM_ag","Peak Woods","L. tulipifera old-growth forest","T4",241
"OM_wood","Peak Woods","L. tulipifera old-growth forest","Subtropical",23.6
"OM_ag","Pibiri","mature 'old growth' forest","T1",186.919
"OM_ag","Pifo Polylepis Forest","old-growth forest","T8",155.805
"OM_litter","Pifo Polylepis Forest","old-growth forest","Subtropical",15.98
"OM_ag","Podocarpus 1","unmanaged","T8",138.1
"OM_root","Podocarpus 1","unmanaged","T8",15.47
"OM_ag","Podocarpus 2","unmanaged","T8",81.4
"OM_root","Podocarpus 2","unmanaged","T8",17.55
"OM_ag","Populus tremuloides age sequence","Forest recovery following clear cut.63 y","T9",60.16
"OM_root","Populus tremuloides age sequence","Forest recovery following clear cut.63 y","T9",15.698
"OM_litter","Populus tremuloides age sequence","Forest recovery following clear cut.63 y","Continental",3.713
"OM_ag","Porce","primary forest","T1",111.6
"OM_root","Porce","primary forest","T1",37.6
"OM_ag","Porce II chronosequence 1","Undisturbed Porce II","T1",116.466
"OM_ag","Potomac-Garrett S.F., Crabtree Woods","Other old-growth forest","T8",137.7
"OM_wood","Potomac-Garrett S.F., Crabtree Woods","Other old-growth forest","Subtropical",34.9
"OM_ag","Presidente Figueiredo chronosequence","Undisturbed forest","T1",214.79
"F_CO2","Prince Albert SSA (SOAS)","natural regeneration after 1919 fire","T11",-34.7445644483785
"OM_ag","Prince Albert SSA (SOAS)","natural regeneration after 1919 fire","T11",141.9
"OM_root","Prince Albert SSA (SOAS)","natural regeneration after 1919 fire","T11",27.78
"OM_ag","Prince Albert SSA (SOBS)","natural regeneration after 1879 wildfire","T12",50.25
"OM_root","Prince Albert SSA (SOBS)","natural regeneration after 1879 wildfire","T12",16.74
"F_CO2","Prince Albert SSA (SOBS)","natural regeneration after 1879 wildfire","T12",-12.8219069584003
"F_CO2","Prince Albert SSA (SOJP)","natural regeneration after 1929 wildfire","T12",-3.21900195791062
"OM_ag","Prince Albert SSA (SOJP)","natural regeneration after 1929 wildfire","T12",14.3
"OM_root","Prince Albert SSA (SOJP)","natural regeneration after 1929 wildfire","T12",15.89
"OM_ag","Puu Kolekole","unmanaged Mature Metrosideros polymorpha","T3",64.39
"OM_root","Puu Kolekole","unmanaged Mature Metrosideros polymorpha","T3",30.2633
"OM_ag","Quebec QC1","Picea mariana-53%, Abies balsamifera-41%, Betula papyrifera-6%","T12",77.32205
"OM_ag","Quebec QC10","Picea mariana-99%, Abies balsamifera-1%","T12",54.8192333333333
"OM_ag","Quebec QC11","Picea mariana-99%, Abies balsamifera-1%","T12",86.4173333333333
"OM_ag","Quebec QC12","Picea mariana-59%, Abies balsamifera-41%","T12",49.3108333333333
"OM_ag","Quebec QC13","Picea mariana-75%, Abies balsamifera-25%","T12",44.5450333333333
"OM_ag","Quebec QC14","Picea mariana-97%, Abies balsamifera-3%","T12",56.4673666666667
"OM_ag","Quebec QC15","Abies balsamifera-66%, Betula papyrifera-29%, Picea glauca-3%, Picea mariana-1%","T12",64.437
"OM_ag","Quebec QC16","Abies balsamifera-58%, Picea mariana-42%","T12",81.4165333333333
"OM_ag","Quebec QC17","Picea mariana-69%, Abies balsamifera-31%","T12",58.4758333333333
"OM_ag","Quebec QC2","Picea mariana-99%, Abies balsamifera-1%","T12",53.5095
"OM_ag","Quebec QC3","Picea mariana-98%, Abies balsamifera-2%","T12",56.624425
"OM_ag","Quebec QC4","Picea mariana-98%, Abies balsamifera-2%","T12",53.4672
"OM_ag","Quebec QC5","Picea mariana-91%, Betula papyrifera-9%","T12",43.718225
"OM_ag","Quebec QC6","Picea mariana-100%","T12",55.0667666666667
"OM_ag","Quebec QC7","Picea mariana-100%","T12",69.0649333333333
"OM_ag","Quebec QC9","Picea mariana-100%","T12",74.4621
"OM_ag","Reserva Biologica San Francisco 1","unmanaged","T8",84.07
"OM_root","Reserva Biologica San Francisco 1","unmanaged","T8",12.46
"OM_ag","Reserva Biologica San Francisco 2","unmanaged","T8",47.77
"OM_root","Reserva Biologica San Francisco 2","unmanaged","T8",18.73
"OM_ag","Reserva el Tigre","mature 'old growth' forest","T3",135.031
"OM_ag","Rio Mameyes abandoned pastures chronosequence","Forested since 1936, represent ""mature"" forest","T2",30.55
"OM_ag","Rio Sabana abandoned pastures chronosequence","Forested since 1936, represent ""mature"" forest","T2",50.29
"OM_ag","Rothrock S.F., Allan Seeger Natural Area","T. canadensis old-growth forest","T10",115.6
"OM_wood","Rothrock S.F., Allan Seeger Natural Area","T. canadensis old-growth forest","Continental",117.3
"OM_ag","Rothrock S.F., Detweiler Run Natural Area","T. canadensis old-growth forest","T10",142.5
"OM_wood","Rothrock S.F., Detweiler Run Natural Area","T. canadensis old-growth forest","Continental",44.4
"OM_ag","Rudolph Family Farm","L. tulipifera old-growth forest","T4",210
"OM_wood","Rudolph Family Farm","L. tulipifera old-growth forest","Subtropical",27
"OM_ag","S village Karen area swidden cultivation fallow chronosequence","old growth forest","T3",73.602
"OM_ag","S-old growth forest","Undisturbed forest","T4",113.035
"OM_ag","Saddler Woods","L. tulipifera old-growth forest","T4",249.8
"OM_wood","Saddler Woods","L. tulipifera old-growth forest","Subtropical",21.3
"F_CO2","Sakaerat","primary forest","T3",10.2250650427749
"OM_ag","Saldarriaga chronosequence XIII","Observational XIII","T1",54.52
"OM_root","Saldarriaga chronosequence XIII","Observational XIII","T1",8.037
"OM_wood","Saldarriaga chronosequence XIII","Observational XIII","Tropical",15.228
"OM_ag","Saldarriaga chronosequence XIV","Observational XIV","T1",92.59
"OM_root","Saldarriaga chronosequence XIV","Observational XIV","T1",22.137
"OM_wood","Saldarriaga chronosequence XIV","Observational XIV","Tropical",1.2878
"OM_ag","Saldarriaga chronosequence XIX","Observational XIX","T1",66.74
"OM_root","Saldarriaga chronosequence XIX","Observational XIX","T1",13.113
"OM_wood","Saldarriaga chronosequence XIX","Observational XIX","Tropical",4.7
"OM_ag","Saldarriaga chronosequence XV","Observational XV","T1",64.86
"OM_root","Saldarriaga chronosequence XV","Observational XV","T1",14.711
"OM_wood","Saldarriaga chronosequence XV","Observational XV","Tropical",16.074
"OM_ag","Saldarriaga chronosequence XVI","Observational XVI","T1",62.98
"OM_root","Saldarriaga chronosequence XVI","Observational XVI","T1",12.22
"OM_wood","Saldarriaga chronosequence XVI","Observational XVI","Tropical",3.8681
"OM_ag","Saldarriaga chronosequence XVII","Observational XVII","T1",83.66
"OM_root","Saldarriaga chronosequence XVII","Observational XVII","T1",16.685
"OM_wood","Saldarriaga chronosequence XVII","Observational XVII","Tropical",3.572
"OM_ag","Saldarriaga chronosequence XVIII","Observational XVIII","T1",67.68
"OM_root","Saldarriaga chronosequence XVIII","Observational XVIII","T1",13.818
"OM_wood","Saldarriaga chronosequence XVIII","Observational XVIII","Tropical",18.988
"OM_ag","Saldarriaga chronosequence XX","Observational XX","T1",104.81
"OM_root","Saldarriaga chronosequence XX","Observational XX","T1",21.385
"OM_wood","Saldarriaga chronosequence XX","Observational XX","Tropical",10.481
"OM_ag","Saldarriaga chronosequence XXI","Observational XXI","T1",123.14
"OM_root","Saldarriaga chronosequence XXI","Observational XXI","T1",28.388
"OM_wood","Saldarriaga chronosequence XXI","Observational XXI","Tropical",24.91
"OM_ag","Saldarriaga chronosequence XXII","Observational XXII","T1",124.08
"OM_root","Saldarriaga chronosequence XXII","Observational XXII","T1",29.234
"OM_wood","Saldarriaga chronosequence XXII","Observational XXII","Tropical",7.097
"OM_ag","Saldarriaga chronosequence XXIII","Observational XXIII","T1",127.37
"OM_root","Saldarriaga chronosequence XXIII","Observational XXIII","T1",30.315
"OM_wood","Saldarriaga chronosequence XXIII","Observational XXIII","Tropical",6.862
"OM_ag","San Carlos de Rio Negro Species-rich Tierra Firme (Oxisols)","unmanaged Mature terra firma","T1",78.4
"OM_root","San Carlos de Rio Negro Species-rich Tierra Firme (Oxisols)","unmanaged Mature terra firma","T1",25.84
"OM_wood","San Carlos de Rio Negro Species-rich Tierra Firme (Oxisols)","unmanaged Mature terra firma","Tropical",6.063
"OM_ag","San Emilio","mature 'old growth' forest","T3",59.596
"OM_ag","Sao Gabriel da Cachoeira - Pico da","mature 'old growth' forest","T1",168.26
"F_CO2","Sapporo Hitsujigaoka Experimental Forest","unmanaged forest recovery following fire","T9",-59.3053772480944
"OM_ag","Sarapiqui region old growth","Undisturbed forest","T1",76.8181428571429
"OM_ag","Saskatchewan SK1","Picea mariana-85%, Picea glauca-12%, Populus balsamifera-3%","T12",80.981
"OM_ag","Saskatchewan SK10","Picea mariana-88%, Abies balsamifera-7%, Picea glauca-2%, Populus tremuloides-1%, Betula papyrifera-1%","T12",59.2717
"OM_ag","Saskatchewan SK11","Picea glauca-82%, Populus tremuloides-14%, Populus balsamifera-5%","T12",77.0659
"OM_ag","Saskatchewan SK12","Picea glauca-97%, Populus balsamifera-3%","T12",67.3557
"OM_ag","Saskatchewan SK13","Picea glauca-78%, Populus tremuloides-13%, Picea mariana-7%, Populus balsamifera-2%","T12",75.6245666666667
"OM_ag","Saskatchewan SK14","Picea glauca-93%, Populus tremuloides-5%, Populus balsamifera-2%","T12",78.4132333333333
"OM_ag","Saskatchewan SK15","Populus tremuloides-73%, Picea glauca-26%, Picea mariana-1%","T11",69.6602666666667
"OM_ag","Saskatchewan SK16","Picea glauca-54%, Populus tremuloides-45%, Populus balsamifera-1%","T11",95.2047666666667
"OM_ag","Saskatchewan SK17","Picea glauca-51%, Populus balsamifera-19%, Abies balsamifera-19%, Picea mariana-5%, Betula papyrifera-4%","T11",85.2235333333333
"OM_ag","Saskatchewan SK18","Picea glauca-72%, Abies balsamifera-13%, Betula papyrifera-7%, Populus balsamifera-6%, Picea mariana-2%","T12",80.4953333333333
"OM_ag","Saskatchewan SK19","Picea glauca-61%, Populus balsamifera-37%, Picea mariana-3%","T11",77.981225
"OM_ag","Saskatchewan SK2","Picea mariana-89%, Populus balsamifera-7%, Picea glauca-4%","T12",51.042
"OM_ag","Saskatchewan SK20","Picea glauca-63%, Populus tremuloides-30%, Populus balsamifera-7%","T12",78.7203
"OM_ag","Saskatchewan SK20","Picea glauca-63%, Populus tremuloides-30%, Populus balsamifera-7%","T11",91.7189333333333
"OM_ag","Saskatchewan SK21","Picea glauca-67%, Populus tremuloides-23%, Populus balsamifera-10%","T11",69.166375
"OM_ag","Saskatchewan SK22","Picea glauca-65%, Populus tremuloides-31%, Picea mariana-5%","T11",85.059425
"OM_ag","Saskatchewan SK23","Populus tremuloides-58%, Picea mariana-32%, Picea glauca-11%","T11",88.969825
"OM_ag","Saskatchewan SK24","Populus tremuloides-60%, Picea glauca-36%, Picea mariana-4%","T11",81.39695
"OM_ag","Saskatchewan SK25","Picea glauca-63%, Populus tremuloides-29%, Pinus banksiana-7%, Picea mariana-1%","T11",84.166425
"OM_ag","Saskatchewan SK26","Populus tremuloides-57%, Picea glauca-42%, Abies balsamifera-1%","T11",79.793075
"OM_ag","Saskatchewan SK27","Populus tremuloides-55%, Picea glauca-45%","T11",96.548575
"OM_ag","Saskatchewan SK28","Populus tremuloides-68%, Picea glauca-32%","T11",78.058775
"OM_ag","Saskatchewan SK29","Picea glauca-45%, Populus tremuloides-43%, Abies balsamifera-10%, Picea mariana-2%","T11",91.62885
"OM_ag","Saskatchewan SK3","Picea mariana-67%, Picea glauca-18%, Populus tremuloides-13%, Populus balsamifera-2%","T12",82.6636
"OM_ag","Saskatchewan SK30","Picea glauca-65%, Populus tremuloides-34%, Populus balsamifera-1%","T11",57.103825
"OM_ag","Saskatchewan SK31","Pinus banksiana-89%, Picea mariana-11%","T12",81.3899
"OM_ag","Saskatchewan SK4","Picea mariana-87%, Populus balsamifera-11%, Picea glauca-2%","T12",33.6598333333333
"OM_ag","Saskatchewan SK5","Picea mariana-87%, Populus balsamifera-7%, Pinus banksiana-6%","T12",31.3537
"OM_ag","Savage River S.F., Turkey Lodge","old-growth forest","T8",130.8
