"measurement.ID","sites.sitename","plot.name","stand.age","dominant.life.form","dominant.veg","scientific.name","veg.notes","variable.name","date","date.loc","start.date","start.date.loc","end.date","end.date.loc","mean","n","stat.name","stat","area.sampled","notes","method.ID","allometry_1","allometry_2","min.dbh","depth","covariate_1","coV_1.value","covariate_2","coV_2.value","conflicts","R.group","S.group","D.group","D.precedence","conflict.type","D.precedence.measurement.ID","conflicts.notes","citation.ID","loaded.from","source.notes","measurement.ID.v1","loaded.by","checked.ori.pub","ForC.investigator","required.citations","flag.suspicious"
31904,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2001 20","7","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,11055,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #13070, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31906,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2001 21","7","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,11055,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #13071, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31908,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2001 22","7","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,11055,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4064, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31910,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2001 23","7","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,11055,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4065, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31912,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2001 24","7","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,11055,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4066, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31914,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2001 25","7","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,11055,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4067, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31916,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2001 26","7","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,11055,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4068, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31918,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2001 27","7","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,11055,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4069, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31920,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2000 10","8","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13109,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4070, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31922,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2000 11","8","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13109,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4071, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31924,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2000 12","8","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13109,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4072, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31926,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2000 13","8","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13109,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4073, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31928,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2000 14","8","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13109,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4074, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31930,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2000 15","8","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13109,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4075, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31932,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2000 16","8","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13109,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4076, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31934,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2000 17","8","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13109,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4077, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31936,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2000 18","8","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13109,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4078, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31938,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2000 19","8","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13109,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4079, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31940,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2000 20","8","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13109,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4080, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31942,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2000 21","8","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13109,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4081, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31944,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2000 22","8","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13109,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4082, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31946,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2000 23","8","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13109,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4083, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31948,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2000 24","8","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13109,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4084, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31950,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2000 25","8","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13109,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4085, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31952,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 2000 26","8","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13109,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4086, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31954,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1999 14","9","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,16734,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4087, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31956,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1999 15","9","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,16734,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4088, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31958,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1999 16","9","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,16734,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4089, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31960,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1999 17","9","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,16734,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4090, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31962,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1999 18","9","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,16734,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4091, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31964,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1999 19","9","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,16734,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4092, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31966,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1999 20","9","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,16734,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4093, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31968,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1999 21","9","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,16734,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4094, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31970,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 24","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4095, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31972,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 25","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4096, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31974,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 26","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4097, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31976,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 27","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4098, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31978,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 28","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4099, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31980,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 29","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4100, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31982,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 30","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4101, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31984,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 31","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4102, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31986,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 32","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4103, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31988,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 33","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4104, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31990,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 34","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4105, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31992,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 35","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4106, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31994,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 36","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4107, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31996,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 37","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4108, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31998,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 38","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4109, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
32000,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 39","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4110, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
32002,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 40","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4111, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
32004,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 41","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4112, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
32006,"Yucatan","regrowth stand regenerating via spontaneous natural regeneration established around 1998 42","10","woody","NAC",NA,NA,"stand.density","2008",8,NA,9,NA,9,13474,"1",NA,NA,"0.02","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Dupuy_2012_paco","Cook-Patton_2020_mcap","GROA measurement.id #4113, site.id #64",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
