measurementID,sites.sitename,plot.name,stand.age,dominantveg,scientificname,acceptedsymbol,Regentype,Managementtype,variables.name,method_id,date,dateloc,start_date,start_dateloc,end_date,end_dateloc,mean,n,statname,stat,notes,covariate_1,coV1_value,coV1_units,covariate_2,coV2_value,coV2_units,covariate_3,coV3_value,coV3_units,dupcode,dupnum,citations.doi,citations.author,citations.year,citations.title,loaded_from,measurementID.v1,ForC_investigator
694,Chamela 2 Middle,UM Mature terra firma,999,2TDB,NA,2TDB,nodata,UM,NPP_woody_C,NAC,NI,9,NI,9,NI,9,1.89,NRA,NRA,NRA,prim ref: Martinez-Yrizar et al. 1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1098/rstb.2011.0062,Malhi,2011,The allocation of ecosystem net primary productivity in tropical forests,Malhi2011,16904,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
695,Chamela 2 Middle,UM Mature terra firma,999,2TDB,NA,2TDB,nodata,UM,BNPP_fine root_C,NAC,NI,9,NI,9,NI,9,2.12,NRA,NRA,NRA,prim ref: Martinez-Yrizar et al. 1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1098/rstb.2011.0062,Malhi,2011,The allocation of ecosystem net primary productivity in tropical forests,Malhi2011,16932,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
696,Chamela 3 Upper,UM Mature terra firma,999,2TDB,NA,2TDB,nodata,O,ANPP_stem,143,NI,9,NI,9,NI,9,2,1,NI,NI,reported ,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1890/1051-0761(2001)011[0371:NPPITF]2.0.CO;2,Clark,2001,Net primary production in tropical forests: An evaluation and synthesis of existing field data,Luyssaert et al. 2007,1900,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
697,Chamela 3 Upper,UM Mature terra firma,999,2TDB,NA,2TDB,nodata,UM,Biomass_ag,NAC,NI,9,NI,9,NI,9,80,NI,NI,NI,"prim ref: Martinez-Yrizar et al. 1996, Martinez-Yrizar et al. 1992.",min_dbh,0,cm,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/616,Clark,2013,"NPP Tropical Forest: Consistent Worldwide Site Estimates, 1967-1999, R1. Dataset.",,2343,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
698,Chamela 3 Upper,UM Mature terra firma,999,2TDB,NA,2TDB,nodata,UM,ANPP_litterfall_3,NAC,NI,9,NI,9,NI,9,3.3,NI,NI,NI,"""fine litter""; monthly sampling, 24 traps/plot, 10 years of data, summarized annually;data given as leaves, and total, which is 17% higher than leaves.  No other info.. prim ref: Martinez-Yrizar et al. 1996, Martinez-Yrizar et al. 1992.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/616,Clark,2013,"NPP Tropical Forest: Consistent Worldwide Site Estimates, 1967-1999, R1. Dataset.",,2416,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
699,Chamela 3 Upper,UM Mature terra firma,999,2TDB,NA,2TDB,nodata,O,ANPP_folivory,438,NI,9,NI,9,NI,9,0.56,NI,NI,NI,"Comes out to about 9% of ANPP; tracked leaf studies. prim ref: Martinez-Yrizar et al. 1996, Martinez-Yrizar et al. 1992.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/616,Clark,2013,"NPP Tropical Forest: Consistent Worldwide Site Estimates, 1967-1999, R1. Dataset.",,2451,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
700,Chamela 3 Upper,UM Mature terra firma,999,2TDB,NA,2TDB,nodata,UM,NPP_woody_C,NAC,NI,9,NI,9,NI,9,1.65,NRA,NRA,NRA,prim ref: Martinez-Yrizar et al. 1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1098/rstb.2011.0062,Malhi,2011,The allocation of ecosystem net primary productivity in tropical forests,Malhi2011,16903,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
701,Chamela 3 Upper,UM Mature terra firma,999,2TDB,NA,2TDB,nodata,UM,BNPP_fine root_C,NAC,NI,9,NI,9,NI,9,2.12,NRA,NRA,NRA,prim ref: Martinez-Yrizar et al. 1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1098/rstb.2011.0062,Malhi,2011,The allocation of ecosystem net primary productivity in tropical forests,Malhi2011,16931,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
702,Charabaru,mature 'old growth' forest,999,2TEB,NA,2TEB,nodata,UM,Biomass_ag,NAC,NI,9,NI,9,NI,9,478.5,NI,NI,NI,NA,min_dbh,5,cm,allometric_equation,2,NA,NA,NA,NA,0,0,10.1111/geb.12364,Poorter,2015,Diversity enhances carbon storage in tropical forests,original study,16737,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
703,Cheko,evergreen seasonal forest,999,2TEB,NA,2TEB,nodata,O,C_ag,NAC,NAC,9,NAC,9,NAC,9,191,NAC,NAC,NAC,NA,min_dbh,5,cm,NA,NA,NA,NA,NA,NA,0,0,NA,Hozumi,1969,Production ecology of tropical rain forests in southwestern Cambodia: I. Plant Biomass,Keith et al. 2009; Liu et al. 2014,2823,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
704,"Chiribiquete, Tepuy",short-statured tropical forest.CHI1,NI,2TEB,NA,2TEB,nodata,O,ANPP_litterfall_1,NAC,NA,9,1999.01.01,8,2002.01.01,8,4.17,24,NI,NI,prim ref: This study. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.5194/bg-7-43-2010,Chave,2010,Regional and seasonal patterns of litterfall in tropical South America,original study,15844,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
705,"Chiribiquete, Tepuy",short-statured tropical forest.CHI1,NI,2TEB,NA,2TEB,nodata,O,ANPP_foliage,NAC,NA,9,1999.01.01,8,2002.01.01,8,3.29,24,NI,NI,prim ref: This study. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.5194/bg-7-43-2010,Chave,2010,Regional and seasonal patterns of litterfall in tropical South America,original study,15920,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
706,"Chiribiquete, Tepuy",short-statured tropical forest.CHI1,NI,2TEB,NA,2TEB,nodata,O,ANPP_repro,NAC,NA,9,1999.01.01,8,2002.01.01,8,0.3,24,NI,NI,prim ref: This study. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.5194/bg-7-43-2010,Chave,2010,Regional and seasonal patterns of litterfall in tropical South America,original study,15993,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
707,"Chiribiquete,TF Alta",old-growth tropical forest.CHI2,999,2TEB,NA,2TEB,nodata,UM,ANPP_litterfall_1,NAC,NA,9,1999.01.01,8,2002.01.01,8,6.67,24,NI,NI,prim ref: This study. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.5194/bg-7-43-2010,Chave,2010,Regional and seasonal patterns of litterfall in tropical South America,original study,15845,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
708,"Chiribiquete,TF Alta",old-growth tropical forest.CHI2,999,2TEB,NA,2TEB,nodata,UM,ANPP_foliage,NAC,NA,9,1999.01.01,8,2002.01.01,8,4.7,24,NI,NI,prim ref: This study. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.5194/bg-7-43-2010,Chave,2010,Regional and seasonal patterns of litterfall in tropical South America,original study,15921,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
709,"Chiribiquete,TF Alta",old-growth tropical forest.CHI2,999,2TEB,NA,2TEB,nodata,UM,ANPP_repro,NAC,NA,9,1999.01.01,8,2002.01.01,8,0.84,24,NI,NI,prim ref: This study. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.5194/bg-7-43-2010,Chave,2010,Regional and seasonal patterns of litterfall in tropical South America,original study,15994,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
710,Chonco,Tropical Moist Forest recovery following pasture abandonment,40,2TDB,NA,2TDB,natgrazed,UM,Deadwood,NAC,NI,9,NI,9,NI,9,3.5,16,,,NA,min_diameter,2.54,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16172,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
711,Chonco,Tropical Moist Forest recovery following pasture abandonment,40,2TDB,NA,2TDB,natgrazed,UM,Organic layer,NAC,NI,9,NI,9,NI,9,7.7,8,SE,1,Includes saplings,max_diameter,2.54,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16226,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
712,Chonco,Tropical Moist Forest recovery following pasture abandonment,40,2TDB,NA,2TDB,natgrazed,UM,Biomass_ag,NAC,NI,9,NI,9,NI,9,72.2,NI,NI,NI,trees only,min_dbh,0,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16280,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
713,Chonco,Tropical Moist Forest recovery following pasture abandonment,40,2TDB,NA,2TDB,natgrazed,UM,Biomass_ag,NAC,NI,9,NI,9,NI,9,78.9,NI,NI,NI,"palms,lianas,herbaceous,trees",min_dbh,0,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16334,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
714,Chonco,Tropical Moist Forest recovery following pasture abandonment,40,2TDB,NA,2TDB,natgrazed,UM,C_root_total,NAC,NI,9,NI,9,NI,9,10.4,NI,NI,NI,calculated based on TAGC using equations by Cairns et al. 1997 and assuming roots have 49% C content,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16388,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
715,Chonco,Tropical Moist Forest recovery following pasture abandonment,40,2TDB,NA,2TDB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,27.9,5,SE,27.9,NA,depth,10,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16442,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
716,Chonco,Tropical Moist Forest recovery following pasture abandonment,40,2TDB,NA,2TDB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,53.8,10,SE,5.3,NA,depth,20,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16496,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
717,Chonco,Tropical Moist Forest recovery following pasture abandonment,40,2TDB,NA,2TDB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,74.5,15,SE,7.3,NA,depth,30,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16550,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
718,Chonco,Tropical Moist Forest recovery following pasture abandonment,40,2TDB,NA,2TDB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,103.4,20,SE,10.9,NA,depth,50,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16603,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
719,Chonco,Tropical Moist Forest recovery following pasture abandonment,40,2TDB,NA,2TDB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,139.6,25,SE,18.3,NA,depth,100,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16652,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
720,Chore 1,terra firma CHO-01,999,2TEB,NA,2TEB,nodata,UM,Biomass_ag,385,2001.01.01,8,NA,9,NA,9,124.82,NAC,NAC,NAC,"apparently mature forest, no recent major direct human impact",min_dbh,10,cm,allometric_equation,1.1,NA,NA,NA,NA,0,0,10.1098/rstb.2003.1422,Baker,2004,Increasing biomass in Amazonian forest plots,Liu et al. 2014,2901,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
721,Chore 1,terra firma CHO-01,999,2TEB,NA,2TEB,nodata,UM,Biomass_ag,385,1996.01.01,8,NA,9,NA,9,117.52,NAC,NAC,NAC,"apparently mature forest, no recent major direct human impact",min_dbh,10,cm,allometric_equation,1.1,NA,NA,NA,NA,0,0,10.1098/rstb.2003.1422,Baker,2004,Increasing biomass in Amazonian forest plots,Liu et al. 2014,2902,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
722,Chore 1,terra firma CHO-01,999,2TEB,NA,2TEB,nodata,UM,ANPP_stem_C,384,NA,9,1996.07.12,5,2001.06.10,5,2.64,NI,NI,NI,NA,allometric_equation,1.1,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1529-8817.2003.00778.x,Malhi,2004,The above-ground coarse wood productivity of 104 Neotropical forest plots,Malhi et al. 2004,3504,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
723,Chupadero,"Premontane Wet, Transition to Basal, Pacific Forest recovery following pasture abandonment",6,2TDB,NA,2TDB,natgrazed,UM,Deadwood,NAC,NI,9,NI,9,NI,9,3.8,16,,,NA,min_diameter,2.54,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16174,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
724,Chupadero,"Premontane Wet, Transition to Basal, Pacific Forest recovery following pasture abandonment",6,2TDB,NA,2TDB,natgrazed,UM,Organic layer,NAC,NI,9,NI,9,NI,9,5.9,8,SE,1,Includes saplings,max_diameter,2.54,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16228,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
725,Chupadero,"Premontane Wet, Transition to Basal, Pacific Forest recovery following pasture abandonment",6,2TDB,NA,2TDB,natgrazed,UM,Biomass_ag,NAC,NI,9,NI,9,NI,9,17.8,NI,NI,NI,trees only,min_dbh,0,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16282,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
726,Chupadero,"Premontane Wet, Transition to Basal, Pacific Forest recovery following pasture abandonment",6,2TDB,NA,2TDB,natgrazed,UM,Biomass_ag,NAC,NI,9,NI,9,NI,9,22,NI,NI,NI,"palms,lianas,herbaceous,trees",min_dbh,0,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16336,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
727,Chupadero,"Premontane Wet, Transition to Basal, Pacific Forest recovery following pasture abandonment",6,2TDB,NA,2TDB,natgrazed,UM,C_root_total,NAC,NI,9,NI,9,NI,9,3.4,NI,NI,NI,calculated based on TAGC using equations by Cairns et al. 1997 and assuming roots have 49% C content,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16390,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
728,Chupadero,"Premontane Wet, Transition to Basal, Pacific Forest recovery following pasture abandonment",6,2TDB,NA,2TDB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,21.6,5,SE,21.6,NA,depth,10,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16444,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
729,Chupadero,"Premontane Wet, Transition to Basal, Pacific Forest recovery following pasture abandonment",6,2TDB,NA,2TDB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,42.8,10,SE,3.9,NA,depth,20,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16498,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
730,Chupadero,"Premontane Wet, Transition to Basal, Pacific Forest recovery following pasture abandonment",6,2TDB,NA,2TDB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,59.2,15,SE,5.7,NA,depth,30,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16552,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
731,Chupadero,"Premontane Wet, Transition to Basal, Pacific Forest recovery following pasture abandonment",6,2TDB,NA,2TDB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,83,20,SE,9.4,NA,depth,50,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16605,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
732,Chupadero,"Premontane Wet, Transition to Basal, Pacific Forest recovery following pasture abandonment",6,2TDB,NA,2TDB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,113.9,25,SE,16,NA,depth,100,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16654,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
733,Cinnamon Bay,periodically disturbed secondary seasonally dry mixed forest,125,2TEB,NA,2TEB,natother,UM,Biomass_ag,NAC,1983.06.01,6,NA,9,NA,9,138.7,16,NAC,NAC,NA,twig_diameter_max,2,cm,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/473,Weaver,2001,"NPP Tropical Forest: Cinnamon Bay, U.S. Virgin Islands, 1982-1993, R1",,3093,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
734,Cinnamon Bay,periodically disturbed secondary seasonally dry mixed forest,130,2TEB,NA,2TEB,natother,UM,Biomass_ag,NAC,1988.06.01,6,NA,9,NA,9,150.8,16,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/473,Weaver,2001,"NPP Tropical Forest: Cinnamon Bay, U.S. Virgin Islands, 1982-1993, R1",,3094,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
735,Cinnamon Bay,periodically disturbed secondary seasonally dry mixed forest,135,2TEB,NA,2TEB,natother,UM,Biomass_ag,NAC,1993.06.01,6,NA,9,NA,9,143.6,16,NAC,NAC,NA,min_dbh,4,cm,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/473,Weaver,2001,"NPP Tropical Forest: Cinnamon Bay, U.S. Virgin Islands, 1982-1993, R1",,3095,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
736,Cinnamon Bay,periodically disturbed secondary seasonally dry mixed forest,140,2TEB,NA,2TEB,natother,UM,Biomass_ag,NAC,1998.01.01,8,NA,9,NA,9,122.5,16,NAC,NAC,NA,min_dbh,4,cm,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/473,Weaver,2001,"NPP Tropical Forest: Cinnamon Bay, U.S. Virgin Islands, 1982-1993, R1",,3096,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
737,Cinnamon Bay,periodically disturbed secondary seasonally dry mixed forest,145,2TEB,NA,2TEB,natother,UM,Biomass_ag,NAC,2003.01.01,8,NA,9,NA,9,127.2,16,NAC,NAC,NA,min_dbh,4,cm,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/473,Weaver,2001,"NPP Tropical Forest: Cinnamon Bay, U.S. Virgin Islands, 1982-1993, R1",,3097,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
738,Cinnamon Bay,periodically disturbed secondary seasonally dry mixed forest,134,2TEB,NA,2TEB,natother,UM,ANPP_foliage,NAC,1992.01.01,8,NA,9,NA,9,3.36,16,NAC,NAC,NA,min_dbh,4,cm,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/473,Weaver,2001,"NPP Tropical Forest: Cinnamon Bay, U.S. Virgin Islands, 1982-1993, R1",,3098,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
739,Cinnamon Bay,periodically disturbed secondary seasonally dry mixed forest,134,2TEB,NA,2TEB,natother,UM,ANPP_litterfall_1,NAC,1992.01.01,8,NA,9,NA,9,9.33,16,NAC,NAC,NA,min_dbh,4,cm,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/473,Weaver,2001,"NPP Tropical Forest: Cinnamon Bay, U.S. Virgin Islands, 1982-1993, R1",,3099,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
740,Cinnamon Bay,periodically disturbed secondary seasonally dry mixed forest,135,2TEB,NA,2TEB,natother,UM,ANPP_foliage,NAC,1993.01.01,8,NA,9,NA,9,5.14,16,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/473,Weaver,2001,"NPP Tropical Forest: Cinnamon Bay, U.S. Virgin Islands, 1982-1993, R1",,3100,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
741,Cinnamon Bay,periodically disturbed secondary seasonally dry mixed forest,135,2TEB,NA,2TEB,natother,UM,ANPP_litterfall_1,NAC,1993.01.01,8,NA,9,NA,9,8.97,16,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/473,Weaver,2001,"NPP Tropical Forest: Cinnamon Bay, U.S. Virgin Islands, 1982-1993, R1",,3101,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
742,Cinnamon Bay,periodically disturbed secondary seasonally dry mixed forest,134,2TEB,NA,2TEB,natother,UM,ANPP,433,1992.01.01,8,NA,9,NA,9,10.64,16,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/473,Weaver,2001,"NPP Tropical Forest: Cinnamon Bay, U.S. Virgin Islands, 1982-1993, R1",,3102,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
743,Cockscomb,mature 'old growth' forest,999,2TEB,NA,2TEB,nodata,UM,Biomass_ag,NAC,NI,9,NI,9,NI,9,151.5,NI,NI,NI,NA,min_dbh,10,cm,allometric_equation,2,NA,NA,NA,NA,0,0,10.1111/geb.12364,Poorter,2015,Diversity enhances carbon storage in tropical forests,original study,16694,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
744,Cocoflux,coconut plantation,19,2TEB,Cocos nucifera ,CONU,plantation,O,C_foliage,NAC,2002.01.01,8,NA,9,NA,9,6.85,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1017/S0014479704002467,Mialet-Serra,2005,Assimilate storage in vegetative organs of coconut (Cocos nucifera). ,Luyssaert et al. 2007,2122,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
745,Cocoflux,coconut plantation,19,2TEB,Cocos nucifera ,CONU,plantation,O,C_ags,NAC,2002.01.01,8,NA,9,NA,9,16.13,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1017/S0014479704002467,Mialet-Serra,2005,Assimilate storage in vegetative organs of coconut (Cocos nucifera). ,Luyssaert et al. 2007,2123,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
746,Cocoflux,coconut plantation,19,2TEB,Cocos nucifera ,CONU,plantation,O,C_ag,NAC,2002.01.01,8,NA,9,NA,9,29.17,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1017/S0014479704002467,Mialet-Serra,2005,Assimilate storage in vegetative organs of coconut (Cocos nucifera). ,Luyssaert et al. 2007,2124,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
747,Cocoflux,coconut plantation,19,2TEB,Cocos nucifera ,CONU,plantation,O,C_biomass_total,NAC,2002.01.01,8,NA,9,NA,9,36.32,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1017/S0014479704002467,Mialet-Serra,2005,Assimilate storage in vegetative organs of coconut (Cocos nucifera). ,Luyssaert et al. 2007,2125,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
748,Cocoflux,coconut plantation,19,2TEB,Cocos nucifera ,CONU,plantation,O,C_root_total,NAC,2002.01.01,8,NA,9,NA,9,7.15,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1017/S0014479704002467,Mialet-Serra,2005,Assimilate storage in vegetative organs of coconut (Cocos nucifera). ,Luyssaert et al. 2007,2126,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
