"plot.ID","sites.sitename","plot.name","plot.area","establishment.ID","year.establishment.oldest.trees","regrowth.ID","regrowth.type","regrowth.year","dist.mrs.ID","distmrs.type","mortality","distmrs.year","dist.additional.mrs.ID","prior.history.ID","dist1.ID","dist1.type","dist1.mort","dist1.year","dist2.ID","dist2.type","dist2.mort","dist2.year","additional.dist.ID","management.CO2.ID","management.temperature.ID","management.hydrology.ID","management.nutrients.ID","management.biota.ID","management.other.ID"
991,"Hellion Rapids 5","Managed","NAC",991.01,"1896",991.02,"Initiation of post-disturbance cohort (planted or natural)","1896",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
992,"Hesse","Managed","NAC",992.01,"1966",992.02,"Initiation of post-disturbance cohort (planted or natural)","1966",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
993,"Hestehaven","NI","NAC",993.01,"1885",993.02,"Initiation of post-disturbance cohort (planted or natural)","1885",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
994,"Holme Fen Nature Reserve","birch stand_age24","0.1",0,"NAC",994.05,"Initiation of post-disturbance cohort (natural)","NI",994.04,"StandClearing","100","NI",0,994,0,NA,NA,NA,0,NA,NA,NA,0,0,0,994.01,0,0,0
995,"Holme Fen Nature Reserve","birch stand_age27","0.1",0,"NAC",995.05,"Initiation of post-disturbance cohort (natural)","NI",995.04,"StandClearing","100","NI",0,995,0,NA,NA,NA,0,NA,NA,NA,0,0,0,995.01,0,0,0
996,"Holme Fen Nature Reserve","birch stand_age32","0.1",0,"NAC",996.05,"Initiation of post-disturbance cohort (natural)","NI",996.04,"StandClearing","100","NI",0,996,0,NA,NA,NA,0,NA,NA,NA,0,0,0,996.01,0,0,0
997,"Holme Fen Nature Reserve","birch stand_age38","0.1",0,"NAC",997.05,"Initiation of post-disturbance cohort (natural)","NI",997.04,"StandClearing","100","NI",0,997,0,NA,NA,NA,0,NA,NA,NA,0,0,0,997.01,0,0,0
998,"Holme Fen Nature Reserve","birch stand_age42","0.1",0,"NAC",998.05,"Initiation of post-disturbance cohort (natural)","NI",998.04,"StandClearing","100","NI",0,998,0,NA,NA,NA,0,NA,NA,NA,0,0,0,998.01,0,0,0
999,"Holme Fen Nature Reserve","birch stand_age46","0.1",0,"NAC",999.05,"Initiation of post-disturbance cohort (natural)","NI",999.04,"StandClearing","100","NI",0,999,0,NA,NA,NA,0,NA,NA,NA,0,0,0,999.01,0,0,0
1000,"Holme Fen Nature Reserve","birch stand_age53","0.1",0,"NAC",1000.05,"Initiation of post-disturbance cohort (natural)","NI",1000.04,"StandClearing","100","NI",0,1000,0,NA,NA,NA,0,NA,NA,NA,0,0,0,1000.01,0,0,0
1001,"Holme Fen Nature Reserve","birch stand_age55","0.1",0,"NAC",1001.05,"Initiation of post-disturbance cohort (natural)","NI",1001.04,"StandClearing","100","NI",0,1001,0,NA,NA,NA,0,NA,NA,NA,0,0,0,1001.01,0,0,0
1002,"Holme Fen Nature Reserve","birch stand_age6","0.1",0,"NAC",1002.05,"Initiation of post-disturbance cohort (natural)","NI",1002.04,"StandClearing","100","NI",0,1002,0,NA,NA,NA,0,NA,NA,NA,0,0,0,1002.01,0,0,0
1003,"Hondura","Premontane Rain Forest recovery following pasture abandonment","NAC",1003.03,"NI",1003.02,"Initiation of post-disturbance cohort (natural)","NI",1003.01,"Grazed","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1004,"Honghuaerji","Pinus sylvestris var. mongolica","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1005,"Horner Woods Game Refuge","Quercus spp. old-growth forest","0.21",1005.01,"1695",0,"NAC","NAC",0,"No disturbance",NA,"1695",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1006,"Hotel","Premontane Wet, Transition to Basal, Pacific Forest recovery following pasture abandonment","NAC",1006.03,"NI",1006.02,"Initiation of post-disturbance cohort (natural)","NI",1006.01,"Grazed","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1007,"Howard Springs Fluxnet site","burned","NAC",0,"NAC",0,"NAC","NAC",0,"NAC","NAC","NAC",0,0,1007.01,"Burned","<100%","2001.594521",1007.02,"Burned","<100%","2002.627397",1007,0,0,0,0,0,0
1008,"Howard Springs Fluxnet site","unburned*","NAC",0,"NAC",0,"NAC","NAC",0,"NAC","NAC","NAC",0,0,1008.01,"Burned","<100%","2001.594521",1008.02,"Burned","<100%","2002.627397",1008,0,0,0,0,0,0
1009,"Howland","unmanaged","NAC",1009.01,"1864",1009.02,"Initiation of post-disturbance cohort (natural)","1864",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1010,"Huanchaca Dos plot 1","terra firma HCC-21","1",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1011,"Huanchaca Dos plot 2","terra firma HCC-22","1",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1012,"Huangshan","premature forest","NAC",0,"NI",0,"NI","NI",0,"NI",NA,"NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1013,"Hubbard brook 2","unmanaged","NAC",1013.01,"1920",1013.02,"Initiation of post-disturbance cohort (natural)","1920",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1014,"Hubbard brook 3","unmanaged","NAC",1014.01,"1924",1014.02,"Initiation of post-disturbance cohort (natural)","1924",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1015,"Hubbard Brook W2","Forest recovery following clear cut.1 y","NAC",1015.03,"1967",1015.02,"Initiation of post-disturbance cohort (natural)","1967",1015.01,"Cut","100","1967",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1016,"Hubbard Brook W2","Forest recovery following clear cut.14 y","NAC",1016.03,"1954",1016.02,"Initiation of post-disturbance cohort (natural)","1954",1016.01,"Cut","100","1954",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1017,"Hubbard Brook W2","Forest recovery following clear cut.4 y","NAC",1017.03,"1964",1017.02,"Initiation of post-disturbance cohort (natural)","1964",1017.01,"Cut","100","1964",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1018,"Hubbard Brook W2","Forest recovery following clear cut.6 y","NAC",1018.03,"1962",1018.02,"Initiation of post-disturbance cohort (natural)","1962",1018.01,"Cut","100","1962",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1019,"Hubbard Brook W2","Forest recovery following slash and herbicide treatment","NAC",1019.05,"1969",1019.04,"Initiation of post-disturbance cohort (natural)","1969",1019.01,"Cut","100","1965",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,1019,0
1020,"Hubbard Brook W5- no soil disturbance","Forest recovery following clear cut","NAC",1020.03,"1983",1020.02,"Initiation of post-disturbance cohort (natural)","1983",1020.01,"Cut","100","1983",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1021,"Hubbard Brook W5- scarified soil disturbance","Forest recovery following clear cut and soil scarification","NAC",1021.03,"1983",1021.02,"Initiation of post-disturbance cohort (natural)","1983",1021.01,"Cut","100","1983",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1022,"Hubbard Brook W5- severe soil disturbance","Forest recovery following clear cut and severe soil disturbance","NAC",1022.03,"1983",1022.02,"Initiation of post-disturbance cohort (natural)","1983",1022.01,"Cut","100","1983",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1023,"Hubbard Brook X","deforestation","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1024,"Hubbard brook","unmanaged","NAC",1024.01,"1851",1024.02,"Initiation of post-disturbance cohort (natural)","1851",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1025,"Huhus","NAC","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1026,"Huitong 2","Castanopsis fargesii","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1027,"Huitong Experimental Forest","Castanopsis hysrix - Cyclobalanopsis glauca - Machilus pauhoi community","NAC",0,"NAC",1027.02,"Initiation of post-disturbance cohort (natural)","1958",1027.01,"Harvest","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1028,"Huitong","Chinese Fir plantation","NAC",1028.02,"1995",1028.01,"Planted","1995",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1029,"Huma","Boreal coniferous forest","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1031,"Hyytiala Scots Pine Chronosequence 12","Stand development of an unmanaged plantation","NAC",1031.04,"1991",1031.03,"Seeded_trees","1991",1031.02,"Burned","NAC","1990",1031.01,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1032,"Hyytiala Scots Pine Chronosequence 40","Stand development of an unmanaged plantation","NAC",1032.04,"1962",1032.03,"Seeded_trees","1962",1032.02,"Burned","NAC","1962",1032.01,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1033,"Hyytiala Scots Pine Chronosequence 4","Stand development of an unmanaged plantation","NAC",1033.03,"1996",1033.02,"Initiation of post-disturbance cohort (natural)","1996",1033.01,"Cut","100","1996",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1034,"Hyytiala Scots Pine Chronosequence 75","Stand development of an unmanaged plantation","NAC",1034.03,"1926",1034.02,"Seeded_trees","1925",1034.01,"Cut","100","1925",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1035,"Igarape Acu","Forest recovery following slash-and-burn agriculture","NAC",0,"NAC",1035.08,"Initiation of post-disturbance cohort (natural)","1993.665753",1035.07,"Cultivation","100","1993.328767",1035,1035,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1036,"Iguana","Tropical Moist Forest recovery following pasture abandonment","NAC",1036.03,"NI",1036.02,"Initiation of post-disturbance cohort (natural)","NI",1036.01,"Grazed","100","NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1037,"Illinois","Carya ovata, Quercus velutina","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1038,"Ilomantsi 1","NI","NAC",1038.01,"1900",1038.02,"Initiation of post-disturbance cohort (planted or natural)","1900",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1039,"Ilomantsi 2","NI","NAC",1039.01,"1955",1039.02,"Initiation of post-disturbance cohort (planted or natural)","1955",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1040,"Ilomantsi 3","NI","NAC",1040.01,"1950",1040.02,"Initiation of post-disturbance cohort (planted or natural)","1950",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1041,"Ilomantsi 4","NI","NAC",1041.01,"1950",1041.02,"Initiation of post-disturbance cohort (planted or natural)","1950",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1042,"Ilomantsi Mekrijarvi","NI","NAC",1042.01,"1950",1042.02,"Initiation of post-disturbance cohort (planted or natural)","1950",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1043,"Indiana","Quercus shumardii, Liquidambar styraciflua","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1044,"Infierno","terra firma INF-01","1",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1045,"INPA 1","mature 'old growth' forest","NAC",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1046,"INPA 2","mature 'old growth' forest","NAC",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1047,"Intensive Management Practices Assessment Center loblolly pine plantation (control)","Stand development of unmanaged plantation","NAC",0,"NAC",1047.02,"Planted","1983",1047.01,"Burned","NAC","1981",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1048,"Intensive Management Practices Assessment Center slash pine plantation (control)","Stand development of unmanaged plantation","NAC",0,"NAC",1048.02,"Planted","1983",1048.01,"Burned","NAC","1981",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1049,"Ione - Tonzi Ranch","Managed grazed oak/grass savanna","NAC",0,"NAC",0,"NAC","NAC",0,"NAC","NAC","NAC",0,0,1049.01,"Grazed","<100%","NI",1049.02,"Harvest","<100%","NI",0,0,0,0,0,0,0
1050,"Irkutsk 1","NI","NAC",1050.01,"1899",1050.02,"Initiation of post-disturbance cohort (planted or natural)","1899",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1051,"Irkutsk 2","NI","NAC",1051.01,"1879",1051.02,"Initiation of post-disturbance cohort (planted or natural)","1879",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1052,"Irkutsk 3","NI","NAC",1052.01,"1904",1052.02,"Initiation of post-disturbance cohort (planted or natural)","1904",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1053,"Ispina Krakow","NI","NAC",1053.01,"1867",1053.02,"Initiation of post-disturbance cohort (planted or natural)","1867",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1054,"ITU-01_Ituri Mono-dominant","african tropical forest","0.25",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1055,"ITU-02_Ituri Mono-dominant","african tropical forest","0.44",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1056,"ITU-03_Ituri Mono-dominant","african tropical forest","0.5",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1057,"ITU-04_Ituri","african tropical forest","0.5",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1058,"ITU-05_Ituri","african tropical forest","0.5",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1059,"ITU-06_Ituri","african tropical forest","0.5",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1060,"Ivan Frankivski 1","Norway spruce and silver fir","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1061,"Ivan Frankivski 2","Norway spruce and silver fir","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1062,"J.M. Tucker Amazonian Brazil chronosequence","Forest recovery following agricultural abandonment. 10 y","NI",0,"NAC",1062.04,"Initiation of post-disturbance cohort (natural)","NI",1062.03,"Cultivation","100","NI",1062,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1063,"J.M. Tucker Amazonian Brazil chronosequence","Forest recovery following agricultural abandonment. 14 y","NI",0,"NAC",1063.04,"Initiation of post-disturbance cohort (natural)","NI",1063.03,"Cultivation","100","NI",1063,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1064,"J.M. Tucker Amazonian Brazil chronosequence","Forest recovery following agricultural abandonment. 15 y","NI",0,"NAC",1064.04,"Initiation of post-disturbance cohort (natural)","NI",1064.03,"Cultivation","100","NI",1064,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1065,"J.M. Tucker Amazonian Brazil chronosequence","Forest recovery following agricultural abandonment. 19 y","NI",0,"NAC",1065.04,"Initiation of post-disturbance cohort (natural)","NI",1065.03,"Cultivation","100","NI",1065,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1066,"J.M. Tucker Amazonian Brazil chronosequence","Forest recovery following agricultural abandonment. 2.5 y","NI",0,"NAC",1066.04,"Initiation of post-disturbance cohort (natural)","NI",1066.03,"Cultivation","100","NI",1066,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1067,"J.M. Tucker Amazonian Brazil chronosequence","Forest recovery following agricultural abandonment. 20 y","NI",0,"NAC",1067.04,"Initiation of post-disturbance cohort (natural)","NI",1067.03,"Cultivation","100","NI",1067,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1068,"J.M. Tucker Amazonian Brazil chronosequence","Forest recovery following agricultural abandonment. 25 y","NI",0,"NAC",1068.04,"Initiation of post-disturbance cohort (natural)","NI",1068.03,"Cultivation","100","NI",1068,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1069,"J.M. Tucker Amazonian Brazil chronosequence","Forest recovery following agricultural abandonment. 3 y","NI",0,"NAC",1069.05,"Initiation of post-disturbance cohort (natural)","NI",1069.04,"Cultivation","100","NI",1069,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1070,"J.M. Tucker Amazonian Brazil chronosequence","Forest recovery following agricultural abandonment. 35 y","NI",0,"NAC",1070.04,"Initiation of post-disturbance cohort (natural)","NI",1070.03,"Cultivation","100","NI",1070,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1071,"J.M. Tucker Amazonian Brazil chronosequence","Forest recovery following agricultural abandonment. 4 y","NI",0,"NAC",1071.04,"Initiation of post-disturbance cohort (natural)","NI",1071.03,"Cultivation","100","NI",1071,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1072,"J.M. Tucker Amazonian Brazil chronosequence","Forest recovery following agricultural abandonment. 4.5y","NI",0,"NAC",1072.04,"Initiation of post-disturbance cohort (natural)","NI",1072.03,"Cultivation","100","NI",1072,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1073,"J.M. Tucker Amazonian Brazil chronosequence","Forest recovery following agricultural abandonment. 6 y","NI",0,"NAC",1073.04,"Initiation of post-disturbance cohort (natural)","NI",1073.03,"Cultivation","100","NI",1073,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1074,"J.M. Tucker Amazonian Brazil chronosequence","Forest recovery following agricultural abandonment. 8 y","NI",0,"NAC",1074.04,"Initiation of post-disturbance cohort (natural)","NI",1074.03,"Cultivation","100","NI",1074,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1075,"Jacaranda plots 1-5","terra firma JAC-01","5",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1076,"Jacaranda plots 6-10","terra firma JAC-02","5",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1077,"Jacaranda/K34","unmanaged","NAC",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1078,"Jadraas Class I","Managed-120-y","NAC",1078.02,"1880",0,"NAC","NAC",0,"NAC","NAC","NAC",0,0,1078.01,"Harvest","NI","NAC",0,NA,NA,NA,0,0,0,0,0,0,0
1079,"Jadraas Class I","Managed-20-y","NAC",1079.02,"1880",0,"NAC","NAC",0,"NAC","NAC","NAC",0,0,1079.01,"Harvest","NI","NAC",0,NA,NA,NA,0,0,0,0,0,0,0
1080,"Jadraas C","Managed","NAC",1080.02,"1959",0,"NAC","NAC",0,"NAC","NAC","NAC",0,0,1080.01,"Harvest","NI","NAC",0,NA,NA,NA,0,0,0,0,0,0,0
1081,"Jadraas irrigated + fertilized","FI","NAC",1081.01,"1856",0,"NAC","NAC",0,"NAC","NAC","NAC",0,0,1081.02,"Harvest","NI","NAC",0,NA,NA,NA,0,0,0,1081.03,1081.04,0,0
1082,"Jadraas","Pinus sylvestris","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1083,"Janauaca","Forest recovery following long-term pasture. J1","0.1",1083.05,"1965",1083.04,"Initiation of post-disturbance cohort (natural)","1965",1083.03,"Grazed","100","1955",1083,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1084,"Janauaca","Forest recovery following long-term pasture. J10","0.08",1084.09,"1990",1084.08,"Initiation of post-disturbance cohort (natural)","1990",1084.07,"Grazed","100","1984",1084,1084,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1085,"Janauaca","Forest recovery following long-term pasture. J6","0.09",1085.09,"1980",1085.08,"Initiation of post-disturbance cohort (natural)","1980",1085.07,"Grazed","100","1975",1085,1085,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1086,"Janauaca","Forest recovery following long-term pasture. J7","0.07",1086.09,"1969",1086.08,"Initiation of post-disturbance cohort (natural)","1969",1086.07,"Grazed","100","1959",1086,1086,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1087,"Janauaca","Forest recovery following long-term pasture. J9","0.1",1087.09,"1985",1087.08,"Initiation of post-disturbance cohort (natural)","1985",1087.07,"Grazed","100","1980",1087,1087,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1088,"Janauaca","Forest recovery following short-fallow agriculture. J4","0.07",1088.17,"1987",1088.16,"Initiation of post-disturbance cohort (natural)","1987",1088.15,"Cultivation","100","1986",1088,1088,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1089,"Janauaca","Forest recovery following short-term agriculture. J11","0.08",1089.05,"1990",1089.04,"Initiation of post-disturbance cohort (natural)","1990",1089.03,"Cultivation","100","1989",1089,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1090,"Janauaca","Forest recovery following short-term agriculture. J2","0.1",1090.05,"1975",1090.04,"Initiation of post-disturbance cohort (natural)","1975",1090.03,"Cultivation","100","1974",1090,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1091,"Janauaca","Forest recovery following short-term agriculture. J3","0.1",1091.05,"1980",1091.04,"Initiation of post-disturbance cohort (natural)","1980",1091.03,"Cultivation","100","1979",1091,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1092,"Janauaca","Forest recovery following short-term agriculture. J5","0.08",1092.05,"1983",1092.04,"Initiation of post-disturbance cohort (natural)","1983",1092.03,"Cultivation","100","1982",1092,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1093,"Jari 1","terra firma JRI-01","1",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1094,"Jari, Para secondary","secondary tropical forest.JAR2","NAC",0,"NAC",0,"NAC","NAC",0,"NAC",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1095,"Jari,Para primary","old-growth tropical forest.JAR1","NAC",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1096,"Jarvselja","Forest recovery following agricultural abandonment","NAC",1096.01,"2003",1096.02,"Initiation of post-disturbance cohort (natural)","2003",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1097,"Jatun Sacha 2","terra firma JAS-02","1",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1098,"Jatun Sacha 3","terra firma JAS-03","1",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1099,"Jatun Sacha 4","terra firma JAS-04","1",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1100,"Jatun Sacha 5","terra firma, floodplain JAS-05","0.92",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1101,"Jau National-Park","high elevation igapo pristine forest","0.0625",1101.01,"1804",0,"NAC","NAC",0,"No disturbance",NA,"NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1102,"Jau National-Park","low elevation igapo pristine forest","0.0625",1102.01,"1804",0,"NAC","NAC",0,"No disturbance",NA,"NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1103,"Jau National-Park","middle elevation igapo pristine forest","0.0625",1103.01,"1804",0,"NAC","NAC",0,"No disturbance",NA,"NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1104,"Jenaro Herrera: Spichiger","terra firma JEN-10","1",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1105,"Jenaro Herrera","floodplain plot","NAC",0,"NI",0,"NI","NI",0,"NI",NA,"NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1106,"Jenaro Herrera","terra firma JEN-11","NAC",0,"NI",0,"NI","NI",0,"NI",NA,"NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1107,"Jenaro Herrera","white sand JEN-12","NAC",0,"NI",0,"NI","NI",0,"NI",NA,"NI",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
1108,"Jenaro High Restinga","Seasonally flooded (1 mo) JEN-03","1",0,"NAC",0,"NAC","NAC",0,"No disturbance",NA,"1904",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
