history.ID,sites.sitename,plot.name,plot.area,event.sequence,date,date.loc,hist.cat,hist.type,est.regrowth.assumed.same.year,level,units,percent.mortality,hist.notes,plothistory.ID.v1
1482.03,Mal Uso,Tropical Dry Forest recovery following pasture abandonment,NAC,3,NI,9,Establishment,Establishment of oldest trees,0,NA,NA,NA,NA,NA
1483.01,Malu,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
1484.01,Mamiraua Sustainable Development Reserve,early secondary varzea,1,1,NI,9,No.info,NI,NA,NA,NA,NA,NA,984
1485.01,Mamiraua Sustainable Development Reserve,intermediate varzea,1,1,NI,9,No.info,NI,NA,NA,NA,NA,NA,985
1486.01,Mamiraua Sustainable Development Reserve,late secondary varzea,1,1,NI,9,No.info,NI,NA,NA,NA,NA,NA,986
1487.01,Mamiraua Sustainable Development Reserve,late successional high varzea,1,1,1762,8,Establishment,Establishment of oldest trees,0,NA,NA,NA,NA,987
1487.02,Mamiraua Sustainable Development Reserve,late successional high varzea,1,2,1762,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,988
1488.01,Mamiraua Sustainable Development Reserve,late successional low varzea,1,1,1762,8,Establishment,Establishment of oldest trees,0,NA,NA,NA,NA,NA
1488.02,Mamiraua Sustainable Development Reserve,late successional low varzea,1,2,1762,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
1489.01,Mamiraua Sustainable Development Reserve,late successional varzea,1,1,NI,9,No.info,NI,NA,NA,NA,NA,NA,989
1490.01,Mamiraua Sustainable Development Reserve,pioneer varzea,1,1,NI,9,No.info,NI,NA,NA,NA,NA,NA,990
1491.01,Manasi,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
1492.01,Manaus (Malhi 2009),lowland tropical forest,NAC,1,NAC,9,No.info,NI,NA,NA,NA,NA,NA,5621
1493.01,Manaus (Nascimento & Laurance),intact rainforest/fragment interiors,NAC,1,NI,9,No.disturbance,No disturbance,NA,NA,NA,NA,All plots were located in forest interiors (>300 m from the nearest forest-pasture edge) to eliminate any influence of edge effects on forest biomass and dynamics,5696
1494.01,Manaus 2,tropical evergreen forest,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,2181
1495.01,Manaus 3,tropical upland moist forest,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,2180
1496.01,Manaus 4,tropical moist rainforest,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,2182
1497.01,Manaus BR-174,Forest recovery following pasture abandonment.0-2-y,NAC,1,1980,8.5,Disturbance,Cut,NA,100,%,100,"Majority of pastures were mechanically cleared in early 1980s, commercial timber may or may not have been removed",1845
1497.02,Manaus BR-174,Forest recovery following pasture abandonment.0-2-y,NAC,2,1980,8.5,Disturbance,Burned,NA,NA,NA,100,slash burned in place or mechanically piled in windrows,1850
1497.03,Manaus BR-174,Forest recovery following pasture abandonment.0-2-y,NAC,3,1980,8.5,Management,Seeded_agriculture,NA,NA,NA,NA,exotic African grasses,1855
1497.04,Manaus BR-174,Forest recovery following pasture abandonment.0-2-y,NAC,4,1980,8.5,Management,Fertilization_P,NA,50,kg ha-1,NA,standard pasture management for the region includes at least one application of 50 kg P/ha,1860
1497.05,Manaus BR-174,Forest recovery following pasture abandonment.0-2-y,NAC,5,1980,8.5,Disturbance,Grazed,NA,NA,NA,100,NA,1865
1497.06,Manaus BR-174,Forest recovery following pasture abandonment.0-2-y,NAC,6,NAC,9,Regrowth,Initiation of post-disturbance cohort (natural),0,NA,NA,NA,NA,NA
1498.01,Manaus BR-174,Forest recovery following pasture abandonment.12-14-y,NAC,1,1980,8.5,Disturbance,Cut,NA,100,%,100,"Majority of pastures were mechanically cleared in early 1980s, commercial timber may or may not have been removed",1849
1498.02,Manaus BR-174,Forest recovery following pasture abandonment.12-14-y,NAC,2,1980,8.5,Disturbance,Burned,NA,NA,NA,100,slash burned in place or mechanically piled in windrows,1854
1498.03,Manaus BR-174,Forest recovery following pasture abandonment.12-14-y,NAC,3,1980,8.5,Management,Seeded_agriculture,NA,NA,NA,NA,exotic African grasses,1859
1498.04,Manaus BR-174,Forest recovery following pasture abandonment.12-14-y,NAC,4,1980,8.5,Management,Fertilization_P,NA,50,kg ha-1,NA,standard pasture management for the region includes at least one application of 50 kg P/ha,1864
1498.05,Manaus BR-174,Forest recovery following pasture abandonment.12-14-y,NAC,5,1980,8.5,Disturbance,Grazed,NA,NA,NA,100,NA,1869
1498.06,Manaus BR-174,Forest recovery following pasture abandonment.12-14-y,NAC,6,NAC,9,Regrowth,Initiation of post-disturbance cohort (natural),0,NA,NA,NA,NA,NA
1499.01,Manaus BR-174,Forest recovery following pasture abandonment.2-4-y,NAC,1,1980,8.5,Disturbance,Cut,NA,100,%,100,"Majority of pastures were mechanically cleared in early 1980s, commercial timber may or may not have been removed",1846
1499.02,Manaus BR-174,Forest recovery following pasture abandonment.2-4-y,NAC,2,1980,8.5,Disturbance,Burned,NA,NA,NA,100,slash burned in place or mechanically piled in windrows,1851
1499.03,Manaus BR-174,Forest recovery following pasture abandonment.2-4-y,NAC,3,1980,8.5,Management,Seeded_agriculture,NA,NA,NA,NA,exotic African grasses,1856
1499.04,Manaus BR-174,Forest recovery following pasture abandonment.2-4-y,NAC,4,1980,8.5,Management,Fertilization_P,NA,50,kg ha-1,NA,standard pasture management for the region includes at least one application of 50 kg P/ha,1861
1499.05,Manaus BR-174,Forest recovery following pasture abandonment.2-4-y,NAC,5,1980,8.5,Disturbance,Grazed,NA,NA,NA,100,NA,1866
1499.06,Manaus BR-174,Forest recovery following pasture abandonment.2-4-y,NAC,6,NAC,9,Regrowth,Initiation of post-disturbance cohort (natural),0,NA,NA,NA,NA,NA
1500.01,Manaus BR-174,Forest recovery following pasture abandonment.4-6-y,NAC,1,1980,8.5,Disturbance,Cut,NA,100,%,100,"Majority of pastures were mechanically cleared in early 1980s, commercial timber may or may not have been removed",1847
1500.02,Manaus BR-174,Forest recovery following pasture abandonment.4-6-y,NAC,2,1980,8.5,Disturbance,Burned,NA,NA,NA,100,slash burned in place or mechanically piled in windrows,1852
1500.03,Manaus BR-174,Forest recovery following pasture abandonment.4-6-y,NAC,3,1980,8.5,Management,Seeded_agriculture,NA,NA,NA,NA,exotic African grasses,1857
1500.04,Manaus BR-174,Forest recovery following pasture abandonment.4-6-y,NAC,4,1980,8.5,Management,Fertilization_P,NA,50,kg ha-1,NA,standard pasture management for the region includes at least one application of 50 kg P/ha,1862
1500.05,Manaus BR-174,Forest recovery following pasture abandonment.4-6-y,NAC,5,1980,8.5,Disturbance,Grazed,NA,NA,NA,100,NA,1867
1500.06,Manaus BR-174,Forest recovery following pasture abandonment.4-6-y,NAC,6,NAC,9,Regrowth,Initiation of post-disturbance cohort (natural),0,NA,NA,NA,NA,NA
1501.01,Manaus BR-174,Forest recovery following pasture abandonment.6-8-y,NAC,1,1980,8.5,Disturbance,Cut,NA,100,%,100,"Majority of pastures were mechanically cleared in early 1980s, commercial timber may or may not have been removed",1848
1501.02,Manaus BR-174,Forest recovery following pasture abandonment.6-8-y,NAC,2,1980,8.5,Disturbance,Burned,NA,NA,NA,100,slash burned in place or mechanically piled in windrows,1853
1501.03,Manaus BR-174,Forest recovery following pasture abandonment.6-8-y,NAC,3,1980,8.5,Management,Seeded_agriculture,NA,NA,NA,NA,exotic African grasses,1858
1501.04,Manaus BR-174,Forest recovery following pasture abandonment.6-8-y,NAC,4,1980,8.5,Management,Fertilization_P,NA,50,kg ha-1,NA,standard pasture management for the region includes at least one application of 50 kg P/ha,1863
1501.05,Manaus BR-174,Forest recovery following pasture abandonment.6-8-y,NAC,5,1980,8.5,Disturbance,Grazed,NA,NA,NA,100,NA,1868
1501.06,Manaus BR-174,Forest recovery following pasture abandonment.6-8-y,NAC,6,NAC,9,Regrowth,Initiation of post-disturbance cohort (natural),0,NA,NA,NA,NA,NA
1502.01,Manaus Floresta,old-growth tropical forest.MAN1,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,NAC,NA
1503.01,Manaus Secondary,secondary tropical forest.MAN2,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
1504.01,Mangkang,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
1505.01,Mangui,Larix gmellinii,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
1506.01,Maniqi,Pinus sylvestris var. mongolica,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
1507.01,Manitoba MB10,Populus tremuloides-100%,0.05,1,1910,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1507.02,Manitoba MB10,Populus tremuloides-100%,0.05,2,1910,8,No.disturbance,No disturbance,NA,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1508.01,Manitoba MB11,"Picea mariana-98%, Pinus contorta-2%",0.05,1,1857,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1508.02,Manitoba MB11,"Picea mariana-98%, Pinus contorta-2%",0.05,2,1857,8,No.disturbance,No disturbance,NA,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1509.01,Manitoba MB12,"Pinus banksiana-57%, Picea mariana-43%",0.05,1,1901,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1509.02,Manitoba MB12,"Pinus banksiana-57%, Picea mariana-43%",0.05,2,1901,8,No.disturbance,No disturbance,NA,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1510.01,Manitoba MB13,"Picea mariana-93%, Populus balsamifera-6%, Picea glauca-1%",0.05,1,1886,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1510.02,Manitoba MB13,"Picea mariana-93%, Populus balsamifera-6%, Picea glauca-1%",0.05,2,1886,8,No.disturbance,No disturbance,NA,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1511.01,Manitoba MB14,"Picea mariana-82%, Picea glauca-14%, Populus tremuloides-4%",0.05,1,1892,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1511.02,Manitoba MB14,"Picea mariana-82%, Picea glauca-14%, Populus tremuloides-4%",0.05,2,1892,8,No.disturbance,No disturbance,NA,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1512.01,Manitoba MB15,"Pinus banksiana-69%, Picea mariana-30%, Picea glauca-2%",0.05,1,1894,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1512.02,Manitoba MB15,"Pinus banksiana-69%, Picea mariana-30%, Picea glauca-2%",0.05,2,1894,8,No.disturbance,No disturbance,NA,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1513.01,Manitoba MB16,"Picea mariana-99%, Betula papyrifera-1%",0.05,1,1877,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1513.02,Manitoba MB16,"Picea mariana-99%, Betula papyrifera-1%",0.05,2,1877,8,No.disturbance,No disturbance,NA,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1514.01,Manitoba MB1,"Picea mariana-91%, Pinus contorta-9%",0.05,1,1873,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1514.02,Manitoba MB1,"Picea mariana-91%, Pinus contorta-9%",0.05,2,1873,8,No.disturbance,No disturbance,NA,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1515.01,Manitoba MB2,"Cedrus-95%, Picea glauca-4%, Pinus contorta-1%",0.05,1,1906,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1515.02,Manitoba MB2,"Cedrus-95%, Picea glauca-4%, Pinus contorta-1%",0.05,2,1906,8,No.disturbance,No disturbance,NA,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1516.01,Manitoba MB3,"Picea mariana-93%, Pinus banksiana-6%, Pinus contorta-1%",0.05,1,1906,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1516.02,Manitoba MB3,"Picea mariana-93%, Pinus banksiana-6%, Pinus contorta-1%",0.05,2,1906,8,No.disturbance,No disturbance,NA,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1517.01,Manitoba MB4,"Picea mariana-71%, Picea glauca-13%, Populus balsamifera-5%, Populus tremuloides-5%, Pinus banksiana-4%",0.05,1,1882,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1517.02,Manitoba MB4,"Picea mariana-71%, Picea glauca-13%, Populus balsamifera-5%, Populus tremuloides-5%, Pinus banksiana-4%",0.05,2,1882,8,No.disturbance,No disturbance,NA,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1518.01,Manitoba MB5,"Pinus banksiana-98%, Picea mariana-1%, Abies balsamifera-1%",0.05,1,1905,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1518.02,Manitoba MB5,"Pinus banksiana-98%, Picea mariana-1%, Abies balsamifera-1%",0.05,2,1905,8,No.disturbance,No disturbance,NA,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1519.01,Manitoba MB6,"Picea mariana-84%, Pinus contorta-11%, Abies balsamifera-5%",0.05,1,1838,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1519.02,Manitoba MB6,"Picea mariana-84%, Pinus contorta-11%, Abies balsamifera-5%",0.05,2,1838,8,No.disturbance,No disturbance,NA,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1520.01,Manitoba MB7,"Picea mariana-99%, Pinus contorta-1%",0.05,1,1836,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1520.02,Manitoba MB7,"Picea mariana-99%, Pinus contorta-1%",0.05,2,1836,8,No.disturbance,No disturbance,NA,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1521.01,Manitoba MB8,Picea mariana-100%,0.05,1,1909,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1521.02,Manitoba MB8,Picea mariana-100%,0.05,2,1909,8,No.disturbance,No disturbance,NA,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1522.01,Manitoba MB9,"Picea mariana-99%, Pinus contorta-1%",0.05,1,1911,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1522.02,Manitoba MB9,"Picea mariana-99%, Pinus contorta-1%",0.05,2,1911,8,No.disturbance,No disturbance,NA,NA,NA,NA,natural (unmanaged) mature boreal forests,NA
1523.01,"Manu, Cocha Cashu Trail 12",Rarely flooded MNU-05,2,1,1904,8.5,No.disturbance,No disturbance,NA,NA,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance.,2406
1524.01,"Manu, Cocha Cashu Trail 2 & 13",Rarely flooded MNU-06,2.25,1,1904,8.5,No.disturbance,No disturbance,NA,NA,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance.,2407
1525.01,"Manu, M1",Rarely flooded MNU-01,0.97,1,1904,8.5,No.disturbance,No disturbance,NA,NA,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance.,2408
1526.01,"Manu, M3",terra firma MNU-03,2,1,1904,8.5,No.disturbance,No disturbance,NA,NA,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance.,2409
1527.01,"Manu, M4",terra firma MNU-04,2,1,1904,8.5,No.disturbance,No disturbance,NA,NA,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance.,2410
1528.01,Maoershan Aspen,NI,NAC,1,1949,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,No information available,NA
1528.02,Maoershan Aspen,NI,NAC,2,1949,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,No information available,NA
1529.01,Maoershan Hardwood,NI,NAC,1,1954,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,No information available,NA
1529.02,Maoershan Hardwood,NI,NAC,2,1954,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,No information available,NA
1530.01,Maoershan Larch,plantation,NAC,1,1957,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Plantation,NA
1530.02,Maoershan Larch,plantation,NAC,2,1957,8,Regrowth,Planted,1,NA,NA,NA,Plantation,NA
1531.01,Maoershan Mixed,NI,NAC,1,1949,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,No information available,NA
1531.02,Maoershan Mixed,NI,NAC,2,1949,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,No information available,NA
1532.01,Maoershan Oak,NI,NAC,1,1948,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,No information available,NA
1532.02,Maoershan Oak,NI,NAC,2,1948,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,No information available,NA
1533.01,Maoershan Pine,plantation,NAC,1,1965,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Plantation,NA
1533.02,Maoershan Pine,plantation,NAC,2,1965,8,Regrowth,Planted,1,NA,NA,NA,Plantation,NA
1534.01,Maoxian,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
1535.01,Maraba,terra firma MAR-01,2,1,1904,8.5,No.disturbance,No disturbance,NA,NA,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance.,2411
1536.01,Maraba,terra firma MAR-02,2,1,1904,8.5,No.disturbance,No disturbance,NA,NA,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance.,2412
1537.01,Maraba,terra firma MAR-03,2,1,1904,8.5,No.disturbance,No disturbance,NA,NA,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance.,2413
1538.01,"Maraca Island,Forest without Peltogyne",partially flooded tropical forest.MAI3,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
1539.01,"Maraca Island,Peltogyne poor forest",partially flooded tropical forest.MAI2,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
1540.01,"Maraca Island,Peltogyne-rich forest",partially flooded tropical forest.MAI1,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
1541.01,Maraca Island,natural regeneration of sandy lowland evergreen rainforest,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
1542.01,Marafunga,conifer-dominant lower montane rainforest,NAC,1,NI,9,No.disturbance,No disturbance,NA,NA,NA,NA,"apparently undisturbed, primary forest",2183
1543.01,Mata de Piedade,old-growth tropical forest.MDP1,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,NAC,NA
1544.01,Mata de Piedade,secondary tropical forest.MDP2,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
1545.01,Mati,Pinus massoniana,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
1546.01,Maui 1,unmanaged upland tropical forest,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,This watershed area has never been cleared by humans and all six sites were located in mature forests stands,991
1547.01,Maui 2,unmanaged upland tropical forest,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,This watershed area has never been cleared by humans and all six sites were located in mature forests stands,992
1548.01,Maui 3,unmanaged upland tropical forest,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,This watershed area has never been cleared by humans and all six sites were located in mature forests stands,993
1549.01,Maui 4,unmanaged upland tropical forest,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,This watershed area has never been cleared by humans and all six sites were located in mature forests stands,994
1550.01,Maui 5,unmanaged upland tropical forest,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,This watershed area has never been cleared by humans and all six sites were located in mature forests stands,995
1551.01,Maui 6,unmanaged upland tropical forest,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,This watershed area has never been cleared by humans and all six sites were located in mature forests stands,996
1552.01,Maun- Mopane Woodland,semi-arid savanna mopane woodland,NAC,1,NI,9,Disturbance,Grazed,NA,NA,NA,<100%,"Study area is under communal land use; primarily for cattle grazing and firewood collection for many decades. Few cattle present during study period due to cattle elimination around 1997 for disease control, 2.5 years before the study.",997
1552.02,Maun- Mopane Woodland,semi-arid savanna mopane woodland,NAC,2,NI,9,Disturbance,Harvest,NA,NA,NA,<100%,Firewood collection for many decades,998
1553.01,Meathop,NI,NAC,1,1887,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. No information available,NA
1553.02,Meathop,NI,NAC,2,1887,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Age method: Tree rings. No information available,NA
1554.01,Medio Rio Caqueta 1,partially flooded tropical forest.MRC1,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
1555.01,Medio Rio Caqueta 2,old-growth tropical forest.MRC2,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,NAC,NA
1556.01,Medio Rio Caqueta 3,old-growth tropical forest.MRC3,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,NAC,NA
1557.01,Medio Rio Caqueta 4,old-growth tropical forest.MRC4,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,NAC,NA
1558.01,Medio Rio Caqueta 5,old-growth tropical forest.MRC5,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,NAC,NA
1559.01,Mehrstedt,Managed,NAC,1,NAC,9,Regrowth,Planted,1,NA,NA,NA,afforestation,NA
1560.01,Mekrijarvi Research Station,naturally regenerated Pinus sylvestris stands-mature,NAC,1,1885,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
1560.02,Mekrijarvi Research Station,naturally regenerated Pinus sylvestris stands-mature,NAC,2,1885,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
1561.01,Mekrijarvi Research Station,naturally regenerated Pinus sylvestris stands-pole,NAC,1,1950,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
1561.02,Mekrijarvi Research Station,naturally regenerated Pinus sylvestris stands-pole,NAC,2,1950,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
1562.01,Mekrijarvi Research Station,naturally regenerated Pinus sylvestris stands-sapling,NAC,1,1970,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
1562.02,Mekrijarvi Research Station,naturally regenerated Pinus sylvestris stands-sapling,NAC,2,1970,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,NA,NA
1563.01,Mengkeshan,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA
1564.01,Menglun Nature Reserve,lowland tropical forest,NAC,1,NAC,9,No.info,NI,NA,NA,NA,NA,NA,5629
1565.01,Menglun Nature Reserve,primary forest,NAC,1,NI,9,No.disturbance,No disturbance,NA,NA,NA,NA,NA,1000
1566.01,Metolius 10,unmanaged,NAC,1,1811,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Unmanaged,NA
1566.02,Metolius 10,unmanaged,NAC,2,1811,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,Age method: Tree rings. Unmanaged,NA
1567.01,Metolius 11,unmanaged,NAC,1,1685,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Unmanaged,NA
1567.02,Metolius 11,unmanaged,NAC,2,1685,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,Age method: Tree rings. Unmanaged,NA
1568.01,Metolius 1,Managed,NAC,1,1978,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Managed,NA
1568.02,Metolius 1,Managed,NAC,2,1978,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Managed,NA
1569.01,Metolius 2,recently disturbed,NAC,1,1992,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Recently disturbed,NA
1569.02,Metolius 2,recently disturbed,NAC,2,1992,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Recently disturbed,NA
1570.01,Metolius 3,Managed,NAC,1,1985,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Managed,NA
1570.02,Metolius 3,Managed,NAC,2,1985,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Managed,NA
1571.01,Metolius 4,Managed,NAC,1,1932,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Managed,NA
1571.02,Metolius 4,Managed,NAC,2,1932,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Managed,NA
1572.01,Metolius 5,Managed,NAC,1,1945,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Managed,NA
1572.02,Metolius 5,Managed,NAC,2,1945,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Managed,NA
1573.01,Metolius 6,Managed,NAC,1,1913,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Managed,NA
1573.02,Metolius 6,Managed,NAC,2,1913,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Age method: Tree rings. Managed,NA
1574.01,Metolius 7,Managed,NAC,1,1895,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Managed,NA
1574.02,Metolius 7,Managed,NAC,2,1895,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Age method: Tree rings. Managed,NA
1575.01,Metolius 8,Managed,NAC,1,1908,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Managed,NA
1575.02,Metolius 8,Managed,NAC,2,1908,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Age method: Tree rings. Managed,NA
1576.01,Metolius 90-y-o. Pine,mature ponderosa pine forest,NAC,1,1912,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
1576.02,Metolius 90-y-o. Pine,mature ponderosa pine forest,NAC,2,1912,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
1577.01,Metolius 9,Managed,NAC,1,1905,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Managed,NA
1577.02,Metolius 9,Managed,NAC,2,1905,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Age method: Tree rings. Managed,NA
